Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm),clayey,floamy,sandy,clayskeletal
20-01-2020,Arunachal Pradesh,Dibang Valley,0.02,642.14,0.11,16.88312869,0.0667080519480519,0.0406025974025974,0.0,0.0
20-01-2020,Arunachal Pradesh,Papum Pare,0,512.25,0,26.51556358,,,,
20-01-2020,Arunachal Pradesh,Lower Subansiri,0,347.41,0,27.40347024,0.607903797468354,0.137273417721519,0.0844075949367089,0.0
20-01-2020,Arunachal Pradesh,West Kameng,0.04,530.36,0.45,19.70804144,0.0859306930693069,0.20214504950495,0.109259900990099,0.0
20-01-2020,Arunachal Pradesh,East Siang,0.06,656.3,0.38,34.27107711,0.0683794117647059,0.671938235294118,0.0,0.0
20-01-2020,Arunachal Pradesh,Upper Siang,0.18,908.26,1,26.16350775,0.365096226415094,0.0004766037735849,0.0,0.0
20-01-2020,Arunachal Pradesh,Lohit,0.06,556,0.34,27.90464641,0.132099193548387,0.5463709677419359,0.0254427419354839,0.0
20-01-2020,Arunachal Pradesh,Anjaw,0.02,698.93,0.09,20.96368005,0.0987915966386555,0.0938739495798319,0.0036563025210083,0.0
20-01-2020,Arunachal Pradesh,West Siang,0.01,1260.75,0.07,30.99925076,0.911572727272727,0.0006945454545454,0.0,0.0
19-01-2020,Arunachal Pradesh,Upper Subansiri,0,804.01,0,24.46354377,0.291949224806202,0.0981441860465116,0.0701286821705425,0.0
19-01-2020,Arunachal Pradesh,Tirap,0,354.51,0.02,34.18440789,0.29950625,0.105552083333333,0.0,0.133483333333333
19-01-2020,Arunachal Pradesh,Kurung Kumey,0,960.13,0,27.64599016,0.479027428571429,0.107082857142857,0.0092651428571428,0.0
19-01-2020,Arunachal Pradesh,East Kameng,0.23,850.13,1.58,27.70291689,0.204567231638418,0.433333898305085,0.0141361581920904,0.0
19-01-2020,Arunachal Pradesh,Changlang,0.37,840.96,2.49,32.65153223,0.205022842639594,0.369535532994924,0.0,0.0030147208121827
19-01-2020,Arunachal Pradesh,Tawang,0,172.19,0,14.28203615,0.0,0.0,0.0698340206185567,0.0
19-01-2020,Arunachal Pradesh,Lower Dibang Valley,0.64,808.13,3.8,27.72731385,0.0981612676056338,0.539806338028169,0.0025288732394366,0.0
19-01-2020,Arunachal Pradesh,Dibang Valley,0.14,663.05,0.79,17.43308208,0.0667080519480519,0.0406025974025974,0.0,0.0
19-01-2020,Arunachal Pradesh,Papum Pare,0,511.27,0,26.46451923,,,,
